firstName,lastName,phone,email,companyName,address1,city,state,postalCode,website,tags,source,customField.lead_score,customField.vertical,customField.review_count,customField.rating,customField.score_reasons,customField.google_maps_url
Nashville,Heating Cooling Electrical,(615) 461-6832,,Nashville Heating Cooling Electrical,"3048 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,,"lead-gen,HVAC contractor,score-90",apify-lead-gen,90,HVAC contractor,25,4.3,No website — needs full digital presence; Growing business (25 reviews) — prime for automation,https://www.google.com/maps/search/?api=1&query=Nashville%20Heating%20Cooling%20Electrical&query_place_id=ChIJK1I-HtnvZIgRQ8RGJnotUUw
L-n-L,Plumbing,(615) 636-3396,,L-n-L Plumbing,,,,,,"lead-gen,plumber,score-90",apify-lead-gen,90,plumber,,,No website — needs full digital presence; Zero reviews — needs reputation management,https://www.google.com/maps/search/?api=1&query=L-n-L%20Plumbing&query_place_id=ChIJtwwF9X1YZIgR3-Ts8rnBBY0
Local,572,(615) 262-0893,,Local 572,"225 Ben Allen Rd, Nashville, TN 37207",Nashville,Tennessee,37207,http://local572.com/,"lead-gen,plumber,score-90",apify-lead-gen,90,plumber,54,4.6,Has website — check for automation gaps; Growing business (54 reviews) — prime for automation; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Local%20572&query_place_id=ChIJGYQzk1pdZIgRclkL7oPHvM0
Aubrey,"Givens & Associates, PLLC",(615) 248-8600,,"Aubrey Givens & Associates, PLLC","231 W Old Hickory Blvd Suite B, 2nd Floor, Madison, TN 37115",Madison,Tennessee,37115,https://www.givenslawfirm.com/?utm_source=Organic&utm_medium=GBP&utm_campaign=madison,"lead-gen,personal injury lawyer,score-90",apify-lead-gen,90,personal injury lawyer,42,4.9,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Aubrey%20Givens%20%26%20Associates%2C%20PLLC&query_place_id=ChIJp3dVclhmZIgRTN4HStRGtSA
Amálie,Aesthetics and Wellness,(615) 982-0829,,Amálie Aesthetics and Wellness,"211 Donelson Pike #101, Nashville, TN 37214",Nashville,Tennessee,37214,http://www.amalieaesthetics.com/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,41,4.9,Has website — check for automation gaps; Growing business (41 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Am%C3%A1lie%20Aesthetics%20and%20Wellness&query_place_id=ChIJRSBbYatpZIgRDgxR0EkbIbs
Thomas,Rose Aesthetics,(615) 931-1998,,Thomas Rose Aesthetics,"747 Douglas Ave #107B, Nashville, TN 37207",Nashville,Tennessee,37207,https://www.thomasrosemedspa.com/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,20,5,Has website — check for automation gaps; Growing business (20 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Thomas%20Rose%20Aesthetics&query_place_id=ChIJUfkfPVVnZIgREQcmZAStRbU
PowerHouse,Esthetics,(615) 601-0745,,PowerHouse Esthetics,"4811 Lebanon Pike suite 101, Hermitage, TN 37076",Hermitage,Tennessee,37076,http://linktr.ee/PowerHouseEsthetics,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,37,4.9,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=PowerHouse%20Esthetics&query_place_id=ChIJCSlT5GdBZIgRtgQdZ6Cqks4
Elite,Laser & Skin Care,(629) 258-6284,,Elite Laser & Skin Care,"4765 Andrew Jackson Pkwy, Hermitage, TN 37076",Hermitage,Tennessee,37076,http://www.elitelaserskincaretn.com/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,41,4.9,Has website — check for automation gaps; Growing business (41 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Elite%20Laser%20%26%20Skin%20Care&query_place_id=ChIJMzMoLMpBZIgR2W6DK75ylf0
Fix,My Broken Roof,(615) 933-1711,,Fix My Broken Roof,,,,,,"lead-gen,roofing contractor,score-90",apify-lead-gen,90,roofing contractor,3,2.3,No website — needs full digital presence; Low reviews (3) — needs review automation; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Fix%20My%20Broken%20Roof&query_place_id=ChIJMVI1cKX3ZIgR1-jME6zPvwU
ACA,Construction LLC,(931) 854-1811,,ACA Construction LLC,"6003 Baltic Dr, Hermitage, TN 37076",Hermitage,Tennessee,37076,,"lead-gen,roofing contractor,score-90",apify-lead-gen,90,roofing contractor,145,5,No website — needs full digital presence; Established (145 reviews) — has budget for services; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=ACA%20Construction%20LLC&query_place_id=ChIJCfEtMRFrZIgRiRVvamKLG4k
Zachary's,Transmission and Auto Repair,(615) 350-6055,,Zachary's Transmission and Auto Repair,"3515-D Old Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,73,4.9,No website — needs full digital presence; Growing business (73 reviews) — prime for automation,https://www.google.com/maps/search/?api=1&query=Zachary's%20Transmission%20and%20Auto%20Repair&query_place_id=ChIJzas41whhZIgRHCPyUqvQ2AA
Woodard,Automotive,(615) 859-6163,,Woodard Automotive,"1300 Dickerson Rd, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,https://www.facebook.com/pg/WoodardAutomotive/about/?ref=page_internal,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,68,4.5,Has website — check for automation gaps; Growing business (68 reviews) — prime for automation; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Woodard%20Automotive&query_place_id=ChIJuY9PsLRcZIgRHiQZDp00WCk
Wade's,Way Auto Repair,(434) 473-9507,,Wade's Way Auto Repair,,,,,,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,,,No website — needs full digital presence; Zero reviews — needs reputation management,https://www.google.com/maps/search/?api=1&query=Wade's%20Way%20Auto%20Repair&query_place_id=ChIJE8zJHAJbZIgRH6HQGutFqlA
STREET'S,EXCAVATING,(615) 917-9357,,STREET'S EXCAVATING,"4948 Lickton Pike, Whites Creek, TN 37189",Whites Creek,Tennessee,37189,,"lead-gen,general contractor,score-90",apify-lead-gen,90,general contractor,5,3.4,No website — needs full digital presence; Low reviews (5) — needs review automation; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=STREET'S%20EXCAVATING&query_place_id=ChIJq6syJ0xdZIgR8WtM87HnKVA
CrossRoads,Paving,(615) 876-2002,,CrossRoads Paving,"3651 Baxter Rd, Joelton, TN 37080",Joelton,Tennessee,37080,http://www.crossroads-paving.com/,"lead-gen,general contractor,score-90",apify-lead-gen,90,general contractor,1,3,Has website — check for automation gaps; Low reviews (1) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=CrossRoads%20Paving&query_place_id=ChIJo0q_2YdYZIgRa0UCllk_8gE
Jackson,"& Aguirre, PLLC",(512) 478-1699,,"Jackson & Aguirre, PLLC","1812 Centre Creek Dr #275, Austin, TX 78754",Austin,Texas,78754,http://www.jacksonaguirrelaw.com/,"lead-gen,personal injury lawyer,score-90",apify-lead-gen,90,personal injury lawyer,40,5,Has website — check for automation gaps; Growing business (40 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Jackson%20%26%20Aguirre%2C%20PLLC&query_place_id=ChIJq7ex-n21RIYRggE6yoN-idc
AZ,Law Firm,(512) 400-7070,,AZ Law Firm,"1610 E Parmer Ln Ste E, Austin, TX 78753",Austin,Texas,78753,http://azfirm.law/,"lead-gen,personal injury lawyer,score-90",apify-lead-gen,90,personal injury lawyer,33,4.6,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=AZ%20Law%20Firm&query_place_id=ChIJ8YSqmUPPRIYRqzAQnvN4cSI
Chris,"Morrow Law, PLLC",(512) 520-8100,,"Chris Morrow Law, PLLC","7703 N Lamar Blvd #100, Austin, TX 78752",Austin,Texas,78752,https://www.chrismorrowlaw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_local_growthlab,"lead-gen,personal injury lawyer,score-90",apify-lead-gen,90,personal injury lawyer,33,5,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Chris%20Morrow%20Law%2C%20PLLC&query_place_id=ChIJCUE9dB7LRIYRzexe4BFkJpY
Live,Lovely Spa,(512) 508-2901,,Live Lovely Spa,"11066 Pecan Park Blvd Suite #303, Cedar Park, TX 78613",Cedar Park,Texas,78613,http://livelovelymedspa.com/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,35,4.9,Has website — check for automation gaps; Growing business (35 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Live%20Lovely%20Spa&query_place_id=ChIJXR05Qq8zW4YRgxTwZWwJF8o
Esthétique,De Luxe Medical Spa,(512) 517-9559,,Esthétique De Luxe Medical Spa,"1909 E 38th 1/2 St Suite C, Austin, TX 78723",Austin,Texas,78723,https://linktr.ee/esthetique_de_luxe,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,28,4.9,Has website — check for automation gaps; Growing business (28 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Esth%C3%A9tique%20De%20Luxe%20Medical%20Spa&query_place_id=ChIJ_-MGS_nLRIYRrNVTdRj1n5o
Skin,Couture Med Spa,(737) 320-7478,,Skin Couture Med Spa,"My Salon Suite, 5350 Burnet Rd #301, Austin, TX 78756",Austin,Texas,78756,http://www.skincouturemedspa.com/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,37,4.9,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Skin%20Couture%20Med%20Spa&query_place_id=ChIJZ-P1cshbT0MRWvp03HYoMKs
Piel,Aesthetics Med Spa,(512) 779-1680,,Piel Aesthetics Med Spa,"9415 Burnet Rd # 206, Austin, TX 78758",Austin,Texas,78758,https://www.pielaesthetics.net/,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,37,4.8,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Piel%20Aesthetics%20Med%20Spa&query_place_id=ChIJudbRwlrLRIYRYSVLLv6-OZs
Khoa,Auto Repair,(512) 573-4142,,Khoa Auto Repair,"13510 Lazyridge Dr, Pflugerville, TX 78660",Pflugerville,Texas,78660,,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,94,4.6,No website — needs full digital presence; Growing business (94 reviews) — prime for automation,https://www.google.com/maps/search/?api=1&query=Khoa%20Auto%20Repair&query_place_id=ChIJ794pUlnJRIYRBnUSsRh0hBw
A-1,Automotive & Repair,(512) 837-1779,,A-1 Automotive & Repair,"822 Wagon Trail, Austin, TX 78758",Austin,Texas,78758,,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,100,4.2,No website — needs full digital presence; Growing business (100 reviews) — prime for automation,https://www.google.com/maps/search/?api=1&query=A-1%20Automotive%20%26%20Repair&query_place_id=ChIJ8QIZp1vJRIYRk_NBC4q6fxU
Wolf,Mobile Auto Repair,(405) 992-3304,,Wolf Mobile Auto Repair,"9608 Brown Ln, Austin, TX 78754",Austin,Texas,78754,,"lead-gen,auto repair shop,score-90",apify-lead-gen,90,auto repair shop,,,No website — needs full digital presence; Zero reviews — needs reputation management,https://www.google.com/maps/search/?api=1&query=Wolf%20Mobile%20Auto%20Repair&query_place_id=ChIJiR7qyy7JRIYRyWWKDeQhITQ
MCI,General Contractors,(512) 827-2590,,MCI General Contractors,"13359 N Hwy 183 #406-231, Austin, TX 78750",Austin,Texas,78750,http://www.mcigc.com/,"lead-gen,general contractor,score-90",apify-lead-gen,90,general contractor,2,3,Has website — check for automation gaps; Low reviews (2) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=MCI%20General%20Contractors&query_place_id=ChIJ_____8vRRIYRu4KUeQEq1B8
Chaparrel,Pools,(512) 650-0501,,Chaparrel Pools,"12343 Hymeadow Dr #2l, Austin, TX 78750",Austin,Texas,78750,http://www.chaparrelpools.com/,"lead-gen,general contractor,score-90",apify-lead-gen,90,general contractor,8,3.5,Has website — check for automation gaps; Low reviews (8) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Chaparrel%20Pools&query_place_id=ChIJZe6hBMgyW4YRh3nHBBZCqE0
The,Elite Climate Specialists LLC,(704) 649-8273,,The Elite Climate Specialists LLC,"8444 Starnes Randall Rd, Charlotte, NC 28215",Charlotte,North Carolina,28215,,"lead-gen,HVAC contractor,score-90",apify-lead-gen,90,HVAC contractor,60,5,No website — needs full digital presence; Growing business (60 reviews) — prime for automation,https://www.google.com/maps/search/?api=1&query=The%20Elite%20Climate%20Specialists%20LLC&query_place_id=ChIJC9ihh2wZVIgRI5GmGUg7AWQ
Workers',Compensation Lawyer,(704) 706-2689,,Workers' Compensation Lawyer,"407 East Blvd Suite 200B, Charlotte, NC 28203",Charlotte,North Carolina,28203,https://1charlotte.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte,"lead-gen,personal injury lawyer,score-90",apify-lead-gen,90,personal injury lawyer,20,5,Has website — check for automation gaps; Growing business (20 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Workers'%20Compensation%20Lawyer&query_place_id=ChIJpfv8DHifVogRyyr9zk9LezQ
Med,Spa,(704) 345-4601,,Med Spa,"4400 Sharon Rd N10A, Charlotte, NC 28211",Charlotte,North Carolina,28211,,"lead-gen,med spa,score-90",apify-lead-gen,90,med spa,445,4.3,No website — needs full digital presence; Dominant (445 reviews) — may already have systems; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Med%20Spa&query_place_id=ChIJVVVVURWeVogRdkvFa3Sw6PM
B,& T Landscaping Inc,(615) 778-9911,,B & T Landscaping Inc,"1208 Dickerson Pike, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,https://www.btlandscape.com/,"lead-gen,landscaper,score-89",apify-lead-gen,89,landscaper,13,3.2,Has website — check for automation gaps; Low reviews (13) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=B%20%26%20T%20Landscaping%20Inc&query_place_id=ChIJvbQHE1F-ZIgRsQCqqWn1v3I
Fences,Unlimited,(615) 228-9483,,Fences Unlimited,"1304 Jones Ave, Nashville, TN 37207",Nashville,Tennessee,37207,http://fencesunlimitedinc.com/,"lead-gen,fence contractor,score-89",apify-lead-gen,89,fence contractor,17,4.1,Has website — check for automation gaps; Low reviews (17) — needs review automation; GBP unclaimed — huge opportunity; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Fences%20Unlimited&query_place_id=ChIJv88f-8BnZIgR6tPqi6o6Su0
Lone,Star Grass & Landscape,(512) 596-6555,,Lone Star Grass & Landscape,"12224 Roxie Dr, Austin, TX 78729",Austin,Texas,78729,,"lead-gen,landscaper,score-89",apify-lead-gen,89,landscaper,7,4,No website — needs full digital presence; Low reviews (7) — needs review automation; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Lone%20Star%20Grass%20%26%20Landscape&query_place_id=ChIJjeuP7RPNRIYRCUY6stNxIM8
Watts,Family Dentistry,(615) 865-9355,,Watts Family Dentistry,"1031 E Old Hickory Blvd, Madison, TN 37115",Madison,Tennessee,37115,http://www.denniswattsdds.com/,"lead-gen,dentist,score-88",apify-lead-gen,88,dentist,32,4.9,Has website — check for automation gaps; Growing business (32 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (dentist): +8,https://www.google.com/maps/search/?api=1&query=Watts%20Family%20Dentistry&query_place_id=ChIJLbX787RDZIgR0umCrwIn9w0
The,Foundry Chiropractic & Upper Cervical,(615) 516-2866,,The Foundry Chiropractic & Upper Cervical,"305 E Trinity Ln #104, Nashville, TN 37207",Nashville,Tennessee,37207,http://www.foundrychiropractic.com/,"lead-gen,chiropractor,score-88",apify-lead-gen,88,chiropractor,31,5,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=The%20Foundry%20Chiropractic%20%26%20Upper%20Cervical&query_place_id=ChIJDzDpspNnZIgRqV8cu9f7m7U
H.O.G.,Spine and Sports,(737) 471-4640,,H.O.G. Spine and Sports,"235 W Canyon Ridge Dr Suite 3, Austin, TX 78753",Austin,Texas,78753,https://go.hogspineandsports.com/,"lead-gen,chiropractor,score-88",apify-lead-gen,88,chiropractor,31,5,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=H.O.G.%20Spine%20and%20Sports&query_place_id=ChIJJS8OZHDPRIYR4120ymio27w
Austin,Sport and Chiropractic,(504) 220-9629,,Austin Sport and Chiropractic,"5555 N Lamar Blvd Suite K126, Austin, TX 78751",Austin,Texas,78751,http://www.austinsportandchiropractic.com/,"lead-gen,chiropractor,score-88",apify-lead-gen,88,chiropractor,34,4.8,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Austin%20Sport%20and%20Chiropractic&query_place_id=ChIJxTigl3vKRIYRe42qNyRS9yQ
Drilling,Chiropractic Inc,(704) 921-0505,,Drilling Chiropractic Inc,"2305 E W.T. Harris Blvd #102, Charlotte, NC 28213",Charlotte,North Carolina,28213,http://drillingchiropractic.com/,"lead-gen,chiropractor,score-88",apify-lead-gen,88,chiropractor,34,4.8,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Drilling%20Chiropractic%20Inc&query_place_id=ChIJkx9EELMeVIgRfhn4_M8bXP8
Any,Weather Heating & Cooling,(615) 876-1477,,Any Weather Heating & Cooling,"3572 Baxter Rd, Joelton, TN 37080",Joelton,Tennessee,37080,,"lead-gen,HVAC contractor,score-85",apify-lead-gen,85,HVAC contractor,2,3.5,No website — needs full digital presence; Low reviews (2) — needs review automation,https://www.google.com/maps/search/?api=1&query=Any%20Weather%20Heating%20%26%20Cooling&query_place_id=ChIJgTrtD4pYZIgRptpmD9S6W8U
Selene,Skin and Medspa,(615) 806-1753,,Selene Skin and Medspa,"2221 Old Hickory Blvd, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,https://seleneskinmedspa.com/,"lead-gen,med spa,score-85",apify-lead-gen,85,med spa,13,5,Has website — check for automation gaps; Low reviews (13) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Selene%20Skin%20and%20Medspa&query_place_id=ChIJkeufTDZBZIgRfqGvmQSd-to
Belle,Meade Medical Spa,(615) 307-7248,,Belle Meade Medical Spa,"4525 Harding Pike Suite 105, Nashville, TN 37205",Nashville,Tennessee,37205,https://www.bellemeademedicalspa.com/,"lead-gen,med spa,score-85",apify-lead-gen,85,med spa,4,5,Has website — check for automation gaps; Low reviews (4) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Belle%20Meade%20Medical%20Spa&query_place_id=ChIJC-l5BetjZIgRxubHf7iMR5I
FRSH,Aesthetics & Wellness,(615) 437-2087,,FRSH Aesthetics & Wellness,,,,,http://frshaesthetics.com/,"lead-gen,med spa,score-85",apify-lead-gen,85,med spa,3,5,Has website — check for automation gaps; Low reviews (3) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=FRSH%20Aesthetics%20%26%20Wellness&query_place_id=ChIJg7alQh4CvaERUsDD994C-R0
Knock,On Wood Roofing & Construction,(615) 727-4503,,Knock On Wood Roofing & Construction,"712 Jaywood Dr, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,https://knockonwoodroofing.com/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,32,5,Has website — check for automation gaps; Growing business (32 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Knock%20On%20Wood%20Roofing%20%26%20Construction&query_place_id=ChIJYUc69zNBZIgRcL_-3utSi-I
Nashville,Roofing Company,(615) 800-4355,,Nashville Roofing Company,"201 Myatt Dr, Madison, TN 37115",Madison,Tennessee,37115,https://nashvilleroofingco.com/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,39,5,Has website — check for automation gaps; Growing business (39 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Nashville%20Roofing%20Company&query_place_id=ChIJCaIIX15DZIgRRSIRVFzWH4U
Community,Garage of Madison,(615) 868-7090,,Community Garage of Madison,"210 Madison Station Blvd, Madison, TN 37115",Madison,Tennessee,37115,https://www.communitygarageofmadison.com/,"lead-gen,auto repair shop,score-85",apify-lead-gen,85,auto repair shop,166,4.8,Has website — check for automation gaps; Established (166 reviews) — has budget for services; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Community%20Garage%20of%20Madison&query_place_id=ChIJuye7CuJCZIgRkuJBbAvDXqI
EAST,REALTY COMPANY,(615) 974-3948,,EAST REALTY COMPANY,"5003 Gallatin Pike, Nashville, TN 37216",Nashville,Tennessee,37216,https://www.eastrealtycompany.com/,"lead-gen,real estate agent,score-85",apify-lead-gen,85,real estate agent,28,4.5,Has website — check for automation gaps; Growing business (28 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=EAST%20REALTY%20COMPANY&query_place_id=ChIJc-UXVTNmZIgRK92eu0g62GA
Stan,The Electrician,(615) 483-2271,,Stan The Electrician,"5949 Lickton Pike, Goodlettsville, TN 37072",Goodlettsville,Tennessee,37072,https://www.electrician615.com/,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,47,5,Has website — check for automation gaps; Growing business (47 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Stan%20The%20Electrician&query_place_id=ChIJ73ANCZ1bZIgRiFjesEOdN94
Stones,River Electric,(615) 885-0019,,Stones River Electric,"1244 Gallatin Pike S, Madison, TN 37115",Madison,Tennessee,37115,http://www.stonesriverelectric.com/,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,35,4.5,Has website — check for automation gaps; Growing business (35 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Stones%20River%20Electric&query_place_id=ChIJ6w1micFCZIgRPuELLDK_oAc
Empower,"Electric, LLC",(615) 889-1434,,"Empower Electric, LLC","321 Homestead Rd, Nashville, TN 37207",Nashville,Tennessee,37207,http://www.empower-electric.com/,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,33,4.5,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Empower%20Electric%2C%20LLC&query_place_id=ChIJBcT_WEJdZIgRi5cl9WhVgg0
Sanford,Home Services,(615) 752-2800,,Sanford Home Services,,,,,http://www.sanfordhomeservices.com/,"lead-gen,general contractor,score-85",apify-lead-gen,85,general contractor,21,5,Has website — check for automation gaps; Growing business (21 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Sanford%20Home%20Services&query_place_id=ChIJCUyCFu_3ZIgRm7Hga1xV86g
Texas,Personal Injury Medical Center [TPIMC],(480) 650-1796,,Texas Personal Injury Medical Center [TPIMC],"12501 Hymeadow Dr, Austin, TX 78750",Austin,Texas,78750,https://texaspimc.com/,"lead-gen,personal injury lawyer,score-85",apify-lead-gen,85,personal injury lawyer,10,4.6,Has website — check for automation gaps; Low reviews (10) — needs review automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Texas%20Personal%20Injury%20Medical%20Center%20%5BTPIMC%5D&query_place_id=ChIJgaJUSsYzW4YRikVR7NIrmvU
Passion,Med Spa Boutique,(512) 618-5292,,Passion Med Spa Boutique,"12311 Dessau Rd Bldg #2, Austin, TX 78754",Austin,Texas,78754,https://passionmedspaus.com/,"lead-gen,med spa,score-85",apify-lead-gen,85,med spa,13,4.7,Has website — check for automation gaps; Low reviews (13) — needs review automation; High rating (4.7) but few reviews — quality business under-marketed; High-value vertical (med spa): +10,https://www.google.com/maps/search/?api=1&query=Passion%20Med%20Spa%20Boutique&query_place_id=ChIJgwo3zabJRIYRzwBiuzN5R5E
Paramount,"Roofing and Solar, LLC",(512) 294-5104,,"Paramount Roofing and Solar, LLC","11401 Barbrook Cove, Austin, TX 78726",Austin,Texas,78726,http://www.paramountrands.com/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,34,4.8,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Paramount%20Roofing%20and%20Solar%2C%20LLC&query_place_id=ChIJaSARea8zW4YRlCBynM1zQz8
Waypoint,Roofing: Austin Roofing Company,(737) 210-1516,,Waypoint Roofing: Austin Roofing Company,"1205 Bmc Dr, Cedar Park, TX 78613",Cedar Park,Texas,78613,https://wproofs.com/austin-roofing-company/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,36,5,Has website — check for automation gaps; Growing business (36 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Waypoint%20Roofing%3A%20Austin%20Roofing%20Company&query_place_id=ChIJT9Wfi0QtW4YRVlhzo1INgbM
